Location Id,Business Account Number,Ownership Name,DBA Name,Street Address,City,State,Source Zipcode,Business Start Date,Business End Date,Location Start Date,Location End Date,Mail Address,Mail City,Mail Zipcode,Mail State,NAICS Code,NAICS Code Description,Parking Tax,Transient Occupancy Tax,LIC Code,LIC Code Description,Supervisor District,Neighborhoods - Analysis Boundaries,Business Corridor,Business Location,SF Find Neighborhoods,Current Police Districts,Current Supervisor Districts,Analysis Neighborhoods,DELETE - Zip Codes,DELETE - Fire Prevention Districts,DELETE - Supervisor Districts,DELETE - Current Police Districts,DELETE - Neighborhoods,DELETE - Police Districts
0466375-02-001,466375,Dandelion Chocolate Inc,Dandelion Chocolate Inc,740 Valencia St,San Francisco,CA,94110,02/01/2012,,08/09/2012,,740 VALENCIA ST,San Francisco,94110,CA,7220-7229,Food Services,f,f,D19 H26,Multiple,,,,POINT (-122.42151 37.760983),53,3,5,20,28859,2,5,7,19,4
1002542-07-141,466375,Dandelion Chocolate Inc,Dandelion Chocolate Inc,1 Ferry Building  K02,San Francisco,CA,94111,02/01/2012,,07/24/2014,,740 VALENCIA ST,San Francisco,94110,CA,7220-7229,Food Services,f,f,H28,TAKE-OUT ESTABLISHMENT,,,,,,,,,,,,,,
0466375-01-001,466375,Dandelion Chocolate Inc,Dandelion Chocolate,2325 3rd St,San Francisco,CA,94107,02/01/2012,,02/01/2012,08/09/2012,740 VALENCIA ST,San Francisco,94110,CA,7220-7229,Food Services,f,f,POS01,Multiple,,,,POINT (-122.38843 37.760245),55,2,9,26,28856,10,8,3,29,3
1185792-04-181,1086674,Dancing Yak Llc,Dancing Yak Llc,280 Valencia St,San Francisco,CA,94103,04/16/2018,,04/16/2018,,280 VALENCIA ST,San Francisco,94103,CA,7220-7229,Food Services,f,f,D04,PLACES OF PUBLIC ASSEMBLY & OPEN-AIR ASSEMBLY,,,,,,,,,,,,,,
1243918-01-201,1105591,Foreign Objects Llc,Damnfine,3410 Judah St,San Francisco,CA,94122,06/11/2019,,01/01/2020,,1296 46th Ave,San Francisco,94122,CA,7220-7229,Food Services,f,f,,,4,Sunset/Parkside,,,,,,,,,,,,
1221370-05-191,484976,Goh Tracy,Damansara,1385 28th Ave 9,San Francisco,CA,94122,11/22/2013,,11/22/2013,,190 27THE AVE 2 APT,San Francisco,94121,CA,7220-7229,Food Services,f,f,,,4,Sunset/Parkside,,,,,,,,,,,,
0955274-01-001,955274,Dalva Entertainments Inc,Dalva,3121 16th St,San Francisco,CA,94103,06/30/2004,,06/30/2004,,3121 16TH ST,San Francisco,94103,CA,7220-7229,Food Services,f,f,H86,BARS/TAVERNS W/O FOOD PREP,8,Mission,,POINT (-122.422468 37.764885),37,3,5,20,28859,8,5,7,19,4
1248863-03-201,340774,Daiohs Usa Inc,"Daioh's Usa Inc Dba First Choice Services",2423 Verna Ct,San+leandro,CA,94577,03/08/2010,,03/12/2020,,Po Box P.o. Box 4084,Santa,SPRIN,FE,7220-7229,Food Services,f,f,,,,,,,,,,,,,,,,
0425795-01-001,425795,Makli Restaurant Inc,Daimaru Sushi,290 Sanchez St,San Francisco,CA,94114,03/01/2008,,03/01/2008,10/14/2015,290 SANCHEZ ST,San Francisco,94114,CA,7220-7229,Food Services,f,f,,,8,Castro/Upper Market,,POINT (-122.430902 37.764506),38,3,5,5,28862,15,5,7,3,4
0423348-02-001,423348,Hazama Llc,Daily Zen Bento,2800 Bryant St,San Francisco,CA,94110,06/01/2007,,04/01/2012,10/09/2019,1227 WATERSTONE PL APT,San Ramon,94582,CA,7220-7229,Food Services,f,f,,,9,Mission,,POINT (-122.408801 37.749366),53,3,2,20,28859,2,7,7,19,4
1235859-10-191,423348,Hazama Llc,Daily Zen Bento,1566 Carroll Ave,San Francisco,CA,94124,06/01/2007,,10/09/2019,,1227 WATERSTONE PL APT,San Ramon,94582,CA,7220-7229,Food Services,f,f,,,10,Bayview Hunters Point,,,,,,,,,,,,
0352441-01-001,352441,"Grill Concepts Management,inc.",Daily Grill San Francisco,347 Geary St,San Francisco,CA,94102,02/24/2002,,02/24/2002,,6171 W CENTURY BLVD 360 STE,Los Angeles,90045,CA,7220-7229,Food Services,f,f,D02 D04 H26,Multiple,3,Tenderloin,,POINT (-122.408929 37.787267),19,6,3,36,28852,5,10,1,36,1
1176219-01-181,1082391,Daily Driver,Daily Driver,2535 3rd St,San Francisco,CA,94107,10/01/2017,,12/01/2017,,2535 3RD ST,San Francisco,94107,CA,7220-7229,Food Services,f,f,H26,"RESTAURANT GREATER THAN 2,000 SQFT",,,,,,,,,,,,,,
1239191-11-191,1082391,Daily Driver,Daily Driver,1 Ferry Building  21,San Francisco,CA,94111,10/01/2017,,11/21/2019,,2535 3RD ST,San Francisco,94107,CA,7220-7229,Food Services,f,f,H24 POS01,Multiple,,,,,,,,,,,,,,
0472021-01-001,472021,Minamoto Llc,Daigo Sushi,2450 Clement St,San Francisco,CA,94121,09/01/2012,,09/01/2012,,2450 CLEMENT ST,San Francisco,94121,CA,7220-7229,Food Services,f,f,H24,"RESTAURANT LESS THAN 1,000 SQFT",,,,POINT (-122.485828 37.781961),8,8,4,29,55,11,2,9,26,6
0443725-01-001,443725,Araj Paul B,Dagwood & Scoops,2736 24th St,San Francisco,CA,94110,12/01/2009,,12/01/2009,,2736 24TH ST,San Francisco,94110,CA,7220-7229,Food Services,f,f,H07 WM18,Multiple,9,Mission,,POINT (-122.40718 37.752922),53,3,2,20,28859,10,7,7,19,4
1214288-02-191,1090304,"Kangnam1957, Inc.",Daeho Kalbijjim & Beef Soup,1620 Post St,San Francisco,CA,94115,07/16/2018,,02/26/2019,,1620 POST ST,San Francisco,94115,CA,7220-7229,Food Services,f,f,D04 H26,Multiple,,,,,,,,,,,,,,
0376325-02-001,376325,M & M Group Assets Inc,Dada Sf Studio,86 2nd St,San Francisco,CA,94105,04/09/2004,,07/20/2008,04/01/2016,1247 HARRISON ST APT 28,San Francisco,94103,CA,7220-7229,Food Services,f,f,,,6,Financial District/South Beach,,POINT (-122.399972 37.788152),108,6,10,8,28855,12,9,2,6,2
1060687-04-161,376325,M & M Group Assets Inc,Dada Bar,65 Post St,San Francisco,CA,94103,04/09/2004,,04/09/2004,,1247 HARRISON ST APT 28,San Francisco,94103,CA,7220-7229,Food Services,f,f,D04 H87 P23,Multiple,3,Financial District/South Beach,,POINT (-122.402988 37.788983),19,6,3,8,28854,4,10,1,6,1
1127738-11-161,1061334,Raphael Serrano,Da Poke Man,274 El Dorado Drive,Pacifica,CA,94044,11/07/2016,,11/07/2016,,274 EL DORADO DR,Pacifica,94044,CA,7220-7229,Food Services,f,f,H78,MOBILE FOOD FACILITY 4,,,,,,,,,,,,,,
1071253-05-161,1034737,Da Flora Llc,Da Flora Llc,701 Columbus Ave,San Francisco,CA,94133,05/18/2016,,05/18/2016,,701 COLUMBUS AVE BLDG,San Francisco,94133,CA,7220-7229,Food Services,f,f,,,,,,POINT (-122.411727 37.801326),107,6,3,6,308,3,10,1,4,1
1072788-05-161,1034737,Da Flora Llc,Da Flora,701 Columbus Ave,San Francisco,CA,94133,05/18/2016,,05/18/2016,,701 COLUMBUS AVE BLDG,San Francisco,94133,CA,7220-7229,Food Services,f,f,H25,"RESTAURANT 1,000 - 2,000 SQFT",,,,POINT (-122.411727 37.801326),107,6,3,6,308,3,10,1,4,1
1249902-04-201,1113393,407 Lounge Inc,Da Cafe,407 Clement St,San Francisco,CA,94118,04/01/2020,,04/01/2020,,407 Clement St,San Francisco,94118,CA,7220-7229,Food Services,f,f,,,1,Inner Richmond,,,,,,,,,,,,
0468177-01-001,468177,Shahid Sheeraz,"D's Corner",700 Naples St,San Francisco,CA,94112,04/30/2012,,04/30/2012,,700 NAPLES ST,San Francisco,94112,CA,7220-7229,Food Services,f,f,H03 H31 H73,Multiple,,,,POINT (-122.433667 37.717596),90,9,1,7,28861,9,6,4,5,7
1175995-01-181,1022335,"D'maize Llc","D'maize Cafe",50 Phelan Ave,San Francisco,CA,94112,12/24/2015,,01/17/2018,01/29/2018,115 HARVARD ST,San Francisco,94134,CA,7220-7229,Food Services,f,f,,,,,,,,,,,,,,,,
1184372-04-181,1022335,"D'maize Llc","D'maize Cafe",11 Phelan Ave,San Francisco,CA,94112,12/24/2015,,02/14/2018,,115 HARVARD ST,San Francisco,94134,CA,7220-7229,Food Services,f,f,H24,"RESTAURANT LESS THAN 1,000 SQFT",,,,,,,,,,,,,,
1047641-12-151,1022335,"D'maize Llc","D'maize",2778 24th St,San Francisco,CA,94110,12/24/2015,,12/24/2015,,115 HARVARD ST,San Francisco,94134,CA,7220-7229,Food Services,f,f,D19 H25 H79 P54,Multiple,9,Mission,,POINT (-122.407793 37.752885),53,3,2,20,28859,2,7,7,19,4
0944519-01-999,944519,Chan Teresa & David,D & T Catering,2628 Leix Way,S San Fran,CA,94080,08/22/1995,,08/22/1995,,2628 LEIX WAY,South San Francisco,94080,CA,7220-7229,Food Services,f,f,D19 H76,Multiple,,,,POINT (-122.467679 37.64769),,,,,28613,,,,,
1212460-02-191,1098063,Cynthia Green,Cynthia Green,1019 Golden Gate Ave Apt D,San Francisco,CA,94115,01/31/2019,,01/31/2019,,1019 GOLDEN GATE AVE D APT,San Francisco,94115,CA,7220-7229,Food Services,f,f,,,5,Western Addition,,,,,,,,,,,,
0954366-05-001,954366,Wallace Mark B,Cyberlab7,410 Faxon Ave,San Francisco,CA,94112,07/22/1996,,10/01/1997,10/11/2016,60 CENTRAL AVE 1 APT,San Francisco,94117,CA,7220-7229,Food Services,f,f,,,,,,POINT (-122.460237 37.722089),64,10,8,24,28861,9,4,5,24,8
0926566-02-001,926566,Inch Inc,Cybelles Front Room,1385 9th Ave,San Francisco,CA,94122,01/16/1994,,01/22/2004,,1385 9TH AVE,San Francisco,94122,CA,7220-7229,Food Services,f,f,D04 H25,Multiple,5,Inner Sunset,,POINT (-122.46619 37.762394),109,10,11,14,56,1,11,5,12,8
1185718-04-181,1010372,City Pizza And Burger Inc,"Cybella's",464 Broadway St,San Francisco,CA,94133,03/01/2015,,04/20/2018,02/04/2019,464 BROADWAY,San Francisco,94133,CA,7220-7229,Food Services,f,f,,,,,,,,,,,,,,,,
1076841-06-161,317023,Robinson Dwayne C,Cut Above The Rest,6295 3rd St,San Francisco,CA,94124,05/30/1998,,06/16/2016,06/01/2018,1609 PALOU AVE,San Francisco,94124,CA,7220-7229,Food Services,f,f,,,,,,POINT (-122.395904 37.721614),88,2,9,1,58,10,8,3,1,3
0910191-03-001,910191,Panossian Odette & Abraham,Custom Corporate Catering,101 Spear St B-7,San Francisco,CA,94105,01/07/1992,,12/18/1998,07/31/2007,101 SPEAR ST STE A21,San Francisco,94105,CA,7220-7229,Food Services,f,f,,,6,Financial District/South Beach,,POINT (-122.394067 37.792534),108,1,10,8,28855,12,9,2,6,2
1024823-04-151,910191,Panossian Odette & Abraham,Custom Corporate Catering,101 Spear St #A-21,San Francisco,CA,94105,01/07/1992,,08/01/2007,,101 SPEAR ST STE A21,San Francisco,94105,CA,7220-7229,Food Services,f,f,,,,,,POINT (-122.394067 37.792534),108,1,10,8,28855,12,9,2,6,2
1203103-10-181,1001843,Curveball Truck Llc,"Curveball Truck, Llc #2",1 Mobile Caterers,San Francisco,CA,,07/22/2014,,08/08/2018,,1139 VILLAGE DR 2 APT,Belmont,94002,CA,7220-7229,Food Services,f,f,D19,STORAGE & USE OF FLAMMABLE OR COMBUSTIBLE LIQUIDS,,,,,,,,,,,,,,
1229880-08-191,1001843,Curveball Truck Llc,Curveball #2,601 Misson Bay Blvd,San Francisco,CA,94158,07/22/2014,,08/31/2018,,1139 VILLAGE DR 2 APT,Belmont,94002,CA,7220-7229,Food Services,f,f,H79,MOBILE FOOD FACILITY 5,6,Mission Bay,,,,,,,,,,,,
1002688-07-141,1001843,Curveball Truck Llc,Curveball,237 Woodbridge Cir,San Mateo,CA,94403,07/22/2014,,07/22/2014,,1139 VILLAGE DR 2 APT,Belmont,94002,CA,7220-7229,Food Services,f,f,D19 H79,Multiple,,,,POINT (-122.279838 37.530895),,,,,318,,,,,
1202061-10-181,1012991,Taboonsf,Curveball,601 Mission Bay Blvd,San Francisco,CA,94158,04/27/2015,,08/31/2018,09/30/2018,132 6TH ST,San Francisco,94103,CA,7220-7229,Food Services,f,f,H79,MOBILE FOOD FACILITY 5,6,Mission Bay,,,,,,,,,,,,
0381079-01-001,381079,Chand James R,Curryous,3733 17th St,San Francisco,CA,94114,09/01/2004,,09/01/2004,,3733 17TH ST,San Francisco,94114,CA,7220-7229,Food Services,f,f,,,8,Castro/Upper Market,,POINT (-122.429188 37.762851),37,3,5,5,28862,8,5,7,3,4
0444070-01-999,444070,Akuranvyka Usa Inc,Curry Up Now,35 Stonepine Rd,Hillsborough,CA,94010,12/10/2009,,12/10/2009,,315 S MAPLE AVE # 103SAN,South San Francisco,94080,CA,7220-7229,Food Services,f,f,D19 H79,Multiple,,,,POINT (-122.360304 37.565784),,,,,28587,,,,,
0444070-02-999,444070,Akuranvyka Usa Inc,Curry Up Now,326 Shaw Rd,S San Fran,CA,94080,12/10/2009,,12/11/2009,,315 S MAPLE AVE # 103SAN,South San Francisco,94080,CA,7220-7229,Food Services,f,f,D19 H79,Multiple,,,,POINT (-122.406268 37.63894),,,,,28613,,,,,
0444070-03-001,444070,Akuranvyka Usa Inc,Curry Up Now,246 Ritch St,San Francisco,CA,94107,12/10/2009,,04/16/2012,05/01/2012,315 S MAPLE AVE # 103SAN,South San Francisco,94080,CA,7220-7229,Food Services,f,f,,,6,South of Market,,POINT (-122.395708 37.780356),32,1,10,34,28856,6,9,2,34,2
0444070-04-001,444070,Akuranvyka Usa Inc,Curry Up Now,659 Valencia St,San Francisco,CA,94110,12/10/2009,,01/25/2013,,315 S MAPLE AVE # 103SAN,South San Francisco,94080,CA,7220-7229,Food Services,f,f,H26,"RESTAURANT GREATER THAN 2,000 SQFT",9,Mission,,POINT (-122.421639 37.762322),53,3,5,20,28859,8,5,7,19,4
1170712-12-171,1080785,"Ny Foods, Llc",Curry Underground,356 Kearny St,San Francisco,CA,94108,12/06/2017,,12/06/2017,03/02/2018,493 PINE ST,San Francisco,94104,CA,7220-7229,Food Services,f,f,,,,,,,,,,,,,,,,
1180939-03-181,1080785,"Ny Foods, Llc",Curry Underground,493 Pine St,San Francisco,CA,94104,12/06/2017,,03/02/2018,,493 PINE ST,San Francisco,94104,CA,7220-7229,Food Services,f,f,,,3,Financial District/South Beach,,,,,,,,,,,,
0483459-01-001,483459,Rishi Jay Ali Llc,Curry Leaf,943 Columbus Ave,San Francisco,CA,94133,10/15/2013,,10/15/2013,,943 COLUMBUS AVE,San Francisco,94133,CA,7220-7229,Food Services,f,f,H26,"RESTAURANT GREATER THAN 2,000 SQFT",3,Russian Hill,,POINT (-122.414396 37.803214),106,6,3,23,308,3,10,1,23,1
0457665-01-001,457665,Chadha Mona Mridula,Curry Boyzz,4238 18th St,San Francisco,CA,94114,01/16/2010,,01/16/2010,,4238 18TH ST,San Francisco,94114,CA,7220-7229,Food Services,f,f,H25,"RESTAURANT 1,000 - 2,000 SQFT",,,,POINT (-122.436766 37.760787),38,3,5,5,28862,15,5,7,3,4
0347269-02-001,347269,Kawaguchi Akihiko,Curlys Coffee Shop,1624 Powell St,San Francisco,CA,94133,07/11/2001,,10/16/2009,03/31/2012,3639 BALBOA ST,San Francisco,94121,CA,7220-7229,Food Services,f,f,,,3,Chinatown,,POINT (-122.410706 37.799534),107,6,3,6,308,3,10,1,4,1
0168329-24-001,168329,Bon Appetit Management Co,Curiosity Catering,15 Pier Pier 15,San Francisco,CA,94111,07/01/1987,,05/20/2013,04/04/2016,100 HAMILTON AVE STE 400,Palo Alto,94301,CA,7220-7229,Food Services,f,f,,,,,,POINT (-122.394976 37.796456),108,6,3,8,28860,3,10,2,6,2
1060723-04-161,1023690,Seaglass Management Company Llc,Curiosity Catering,Pier 17 The Embarcadero  200,San Francisco,CA,94111,01/22/2016,,03/31/2016,,PIER 17 THE EMBARCADERO SUITE 200,San Francisco,94111,CA,7220-7229,Food Services,f,f,,,,,,POINT (-122.469579 37.733008),63,10,8,41,59,9,4,5,40,8
1181899-03-181,457525,Second Line Inc,Curio At The Chapel,777 Valencia St,San Francisco,CA,94110,03/23/2011,,03/11/2018,,777 VALENCIA ST,San Francisco,94110,CA,7220-7229,Food Services,f,f,,,9,Mission,,,,,,,,,,,,
0445827-01-001,445827,Perrier Olivier F & Gwyneth C,Curbside Cafe,2417 California St,San Francisco,CA,94115,02/10/2010,,02/10/2010,,2417 CALIFORNIA ST,San Francisco,94115,CA,7220-7229,Food Services,f,f,H24,"RESTAURANT LESS THAN 1,000 SQFT",2,Pacific Heights,,POINT (-122.434113 37.788874),102,4,6,30,29490,13,1,6,27,9
1147107-05-171,467104,Harven Athena M,Cups And Cakes Bakery,1652 Sunnydale,San Francisco,CA,94134,03/07/2012,,03/07/2012,06/16/2017,451 9TH ST,San Francisco,94103,CA,7220-7229,Food Services,f,f,,,,,,,,,,,,,,,,
1150955-06-171,467104,Harven Athena M,Cups And Cakes Bakery,451 9th St,San Francisco,CA,94103,03/07/2012,,06/17/2017,,451 9TH ST,San Francisco,94103,CA,7220-7229,Food Services,f,f,H88,RETAIL BAKERIES WITH FOOD PREP,6,South of Market,,,,,,,,,,,,
1150959-06-171,467104,Harven Athena M,Cups And Cakes Bakery,451 9th St,San Francisco,CA,94103,03/07/2012,,06/17/2017,06/17/2017,451 9TH ST,San Francisco,94103,CA,7220-7229,Food Services,f,f,,,6,South of Market,,,,,,,,,,,,
1123961-10-161,468709,Mafucafo Llc,Cuppa,2810 Diamond St,San Francisco,CA,94131,03/23/2012,,10/14/2016,,2810 DIAMOND ST,San Francisco,94131,CA,7220-7229,Food Services,f,f,H28,TAKE-OUT ESTABLISHMENT,8,Glen Park,,,,,,,,,,,,
1138878-03-171,467104,Harven Athena M,Cupcakes N Events,1652 Sunnydale Ave,San Francisco,CA,94134,03/07/2012,,03/07/2012,05/17/2017,451 9TH ST,San Francisco,94103,CA,7220-7229,Food Services,f,f,,,10,Visitacion Valley,,,,,,,,,,,,
1197991-08-181,1091520,R&c Hospitality,Cup+fork,3200 California St,San Francisco,CA,94118,08/10/2018,,08/10/2018,,0000 UNDELIVERABLE MAIL,San Francisco,99999,CA,7220-7229,Food Services,f,f,H26 POS01,Multiple,2,Presidio Heights,,,,,,,,,,,,
1150611-06-171,1071971,Cup Cafe Llc,"Cup Cafe, Cup, Cup Cafe Llc",6 Monterey Blvd Bldg,San Francisco,CA,94131,06/15/2017,,06/15/2017,06/22/2017,6 MONTEREY BLVD,San Francisco,94131,CA,7220-7229,Food Services,f,f,,,8,West of Twin Peaks,,,,,,,,,,,,
1151535-06-171,1071971,Cup Cafe Llc,Cup Cafe,6 Monterey Blvd,San Francisco,CA,94131,06/15/2017,,06/22/2017,,6 MONTEREY BLVD,San Francisco,94131,CA,7220-7229,Food Services,f,f,H24,"RESTAURANT LESS THAN 1,000 SQFT",,,,,,,,,,,,,,
1134269-01-171,1061293,Polar Bis Cafe Llc,Cup And Cake Cafe,1 Beach St Ste D13,San Francisco,CA,94133,11/16/2016,,12/13/2016,,0000 UNDELIVERABLE MAIL,San Francisco,99999,CA,7220-7229,Food Services,f,f,,,3,North Beach,,,,,,,,,,,,
1140162-03-171,1061293,Polar Bis Cafe Llc,Cup And Cake Cafe,1 Beach Street  Cs East,San Francisco,CA,94133,11/16/2016,,01/05/2017,,0000 UNDELIVERABLE MAIL,San Francisco,99999,CA,7220-7229,Food Services,f,f,,,3,North Beach,,,,,,,,,,,,
1143396-04-171,1061293,Polar Bis Cafe Llc,Cup And Cake Cafe,39 Pier  D13,San Francisco,CA,94132,11/16/2016,,12/13/2016,,0000 UNDELIVERABLE MAIL,San Francisco,99999,CA,7220-7229,Food Services,f,f,,,,,,,,,,,,,,,,
1021737-03-151,1010498,Dabco Llc,Cup A Joe Coffehaus,896 Sutter St,San Francisco,CA,94109,01/01/2015,,01/01/2015,,896 SUTTER ST,San Francisco,94109,CA,7220-7229,Food Services,f,f,H24,"RESTAURANT LESS THAN 1,000 SQFT",,,,POINT (-122.415086 37.788407),50,6,3,21,28858,5,10,1,21,1
1142710-04-171,1010498,Dabco Llc,Cup A Joe Coffeehaus,1901 Hayes St,San Francisco,CA,94117,01/01/2015,,04/11/2017,10/31/2017,896 SUTTER ST,San Francisco,94109,CA,7220-7229,Food Services,f,f,H24,"RESTAURANT LESS THAN 1,000 SQFT",,,,,,,,,,,,,,
0477639-01-001,477639,Han Jin Y,Cup A Java Coffee House,3500 Geary Blvd,San Francisco,CA,94118,04/01/2013,,04/01/2013,,3500 GEARY BLVD,San Francisco,94118,CA,7220-7229,Food Services,f,f,H26,"RESTAURANT GREATER THAN 2,000 SQFT",,,,POINT (-122.456811 37.781424),11,8,4,18,54,11,2,9,16,6
1197841-08-181,1091452,"R&c Hospitality, Inc.",Cup & Fork,3200 California St,San Francisco,MO,94118,08/01/2018,,08/01/2018,,1042 HAIGHT ST 4 APT,San Francisco,94117,CA,7220-7229,Food Services,f,f,,,,,,,,,,,,,,,,
1029155-05-151,1013912,Boaco Corporation,Cumaica Coffee Co #2,4724 Mission St,San Francisco,CA,94112,01/01/2015,,01/01/2015,,1355 MAGNOLIA AVE,Millbrae,94030,CA,7220-7229,Food Services,f,f,H25 POS01 WM18,Multiple,11,Outer Mission,,POINT (-122.436426 37.722549),80,9,1,28,28861,9,6,4,25,7
1029154-05-151,1013912,Boaco Corporation,Cumaica Coffee Co #1,2800 California St #102,San Francisco,CA,94115,01/01/2015,,01/01/2015,,1355 MAGNOLIA AVE,Millbrae,94030,CA,7220-7229,Food Services,f,f,H25 WM18,Multiple,,,,POINT (-122.44081 37.78802),103,8,6,30,29490,13,1,9,27,6
1197402-08-181,1091266,"Culture Pantry, Inc.","Culture Pantry, Inc.",1325 Lincoln Way,San Francisco,CA,94122,08/08/2018,,08/08/2018,,0000 UNDELIVERABLE MAIL,San Francisco,99999,CA,7220-7229,Food Services,f,f,,,5,Inner Sunset,,,,,,,,,,,,
1135359-02-171,1065063,Cultivar San Frncisco,Cultivar San Francisco,2379 Chestnut Street St,San Francisco,CA,94123,02/01/2017,,02/01/2017,,1806 BELLES ST STE 9B,San Francisco,94129,CA,7220-7229,Food Services,f,f,H24,"RESTAURANT LESS THAN 1,000 SQFT",2,Marina,,,,,,,,,,,,
1236229-10-191,1107634,Cult Favorite Llc,Cult Favorite Llc,444 Kansas St,San Francisco,CA,94107,10/15/2019,,10/15/2019,03/16/2020,3781 SILVERADO TRL ST N,Sait Helena,94574,CA,7220-7229,Food Services,f,f,,,,,,,,,,,,,,,,
0357127-01-999,357127,Culinary Solutions Llc,Culinary Solutions Llc,310 Stanwood Rd,Columbus,OH,43209,06/20/2002,,06/25/2008,04/14/2017,548 2ND ST,Woodland,95695,CA,7220-7229,Food Services,f,f,,,,,,POINT (-82.928111 39.963856),,,,,23400,,,,,
1024296-03-151,357127,Culinary Solutions Llc,Culinary Solutions Llc,548 2nd St,Woodland,CA,95695,06/20/2002,,06/20/2002,,548 2ND ST,Woodland,95695,CA,7220-7229,Food Services,f,f,,,,,,POINT (-121.771958 38.674216),,,,,11112,,,,,
0387261-01-002,387261,Mckay Carin C,Culinary Magic,2840 Folsom St,San Francisco,CA,94110,04/15/2005,,11/01/2008,,2840 FOLSOM ST,San Francisco,94110,CA,7220-7229,Food Services,f,f,,,9,Mission,,POINT (-122.414017 37.751843),53,3,2,20,28859,2,7,7,19,4
1086732-08-161,1029359,Culinary Eye Inc,Culinary Eye Inc,1501 Cortland Ave,San Francisco,CA,94110,05/20/2015,,07/15/2016,,1501 CORTLAND AVE,San Francisco,94110,CA,7220-7229,Food Services,f,f,H30 H74,Multiple,,,,,,,,,,,,,,
1059791-03-161,1029359,Culinary Eye Inc,Culinary Eye Inc,425 Barneveld Ave,San Francisco,CA,94124,05/20/2015,,05/20/2015,07/14/2016,1501 CORTLAND AVE,San Francisco,94110,CA,7220-7229,Food Services,f,f,,,,,,POINT (-122.403475 37.741637),82,2,9,1,58,10,8,3,1,3
1048422-01-161,461360,Tamang Prem B,Cuisine Of Nepal,3486 Mission St,San Francisco,CA,94110,08/01/2011,,08/01/2011,,3036 MONTEREY ST,San Mateo,94403,CA,7220-7229,Food Services,f,f,H24,"RESTAURANT LESS THAN 1,000 SQFT",9,Bernal Heights,,POINT (-122.422908 37.740906),61,9,2,2,28859,2,7,4,2,7
1215574-03-191,1099405,Bossa Nova Group Llc,Cuia Acai & Positive Food,1 Market St Ste 8,San Francisco,CA,94105,03/01/2019,,03/01/2019,,351 KING ST 731 UNIT,San Francisco,94158,CA,7220-7229,Food Services,f,f,H28,TAKE-OUT ESTABLISHMENT,,,,,,,,,,,,,,
1219732-04-191,450267,Off The Grid Services Llc,Cubert Llc,2 Marina Blvd  C 3370,San Francisco,CA,94123,06/18/2010,,04/01/2019,,2 MARINA BLVD C370 #,San Francisco,94123,CA,7220-7229,Food Services,f,f,,,,,,,,,,,,,,,,
1136507-02-171,1065648,Angel Entrepreneur Holdings Llc,Cuarto De Kilo,3078 24th St,San Francisco,CA,94110,02/16/2017,,02/16/2017,,0000 UNDELIVERABLE MAIL,San Francisco,99999,CA,7220-7229,Food Services,f,f,,,,,,,,,,,,,,,,
0364643-09-001,364643,Sodexo America Llc,Csaa,100 Van Ness Ave,San Francisco,CA,94102,11/18/2002,,12/10/2004,,400 AIRBORNE PKWY,Cheektowaga,14225,NY,7220-7229,Food Services,f,f,,,6,Tenderloin,,POINT (-122.419485 37.776651),21,4,10,36,28852,7,9,6,36,9
0474972-01-001,474972,Crustacean Sf Lp,Crustacean Restaurant,1475 Polk St,San Francisco,CA,94109,01/01/2013,,01/01/2013,,1475 POLK ST,San Francisco,94109,CA,7220-7229,Food Services,f,f,H26,"RESTAURANT GREATER THAN 2,000 SQFT",3,Nob Hill,,POINT (-122.420643 37.790339),105,4,3,21,28858,13,10,6,21,9
1240053-12-191,1109267,An Pine Lp,Crustacean Restaurant,191 Pine St,San Francisco,CA,94111,12/06/2019,,12/06/2019,,1405 46TH AVE,San Francisco,94122,CA,7220-7229,Food Services,f,f,,,3,Financial District/South Beach,,,,,,,,,,,,
1248615-03-201,1112840,"Cersei's Wine",Crush Wine Bar,545 Irving Street St,San Francisco,CA,94122,03/10/2020,,03/10/2020,,545 Irving Street St,San Francisco,94122,CA,7220-7229,Food Services,f,f,,,5,Inner Sunset,,,,,,,,,,,,
1228197-07-191,1104341,Crunchy Cultured,Crunchy Cultured Corporation,39th Ave,San Francisco,CA,94122,07/17/2019,,07/17/2019,,1271 39TH AVE 39 #,San Francisco,94122,CA,7220-7229,Food Services,f,f,,,,,,,,,,,,,,,,
0486266-01-001,486266,Farrier Jr Charles W,Crumble & Whisk,2948 Folsom St,San Francisco,CA,94110,01/01/2014,,01/01/2014,03/25/2019,3485 TWIN OAKS WAY,Oakland,94605,CA,7220-7229,Food Services,f,f,,,,,,POINT (-122.413841 37.75001),53,3,2,20,28859,2,7,7,19,4
1077165-06-161,486266,Farrier Jr Charles W,Crumble & Whisk,1 Ferry Building  50,San Francisco,CA,94111,01/01/2014,,06/20/2016,,3485 TWIN OAKS WAY,Oakland,94605,CA,7220-7229,Food Services,f,f,H34,CATERER RETAIL FOOD VEHICLES,,,,,,,,,,,,,,
0428663-01-001,428663,Crown & Crumpet Llc,Crown & Crumpet,900 North Point St,San Frnacisco,CA,94109,05/15/2008,,05/15/2008,05/31/2012,213 LOWER VIA CASITAS APT B3,Greenbrae,94904,CA,7220-7229,Food Services,f,f,,,,,,POINT (-122.422944 37.805393),98,6,6,32,28858,5,1,1,32,1
